Nama Wisata,final_text,score,sentiment
Malang Night Paradise,seru bingiiitz,5,positif
Malang Night Paradise,spot foto oke unik wahana perahu dayung ramah stroller area akses parkir mobil harga pricey area yg cenderung luas pasar malam next level gelap operasi malam timbul aman nyaman suara musik speaker yg berisik area nyaman telinga orang dewasa bayi,5,positif
Malang Night Paradise,sippo seruu main viewnya bagus,5,positif
Malang Night Paradise,keren luas mewah estetika ribu spot foto tarik keren wahana river cruise,5,positif
Malang Night Paradise,wokey,3,netral
Malang Night Paradise,adem malam staff ramah layout aneh wahana harga masuk mahal worth it lihat waterpark bagus saran bagus atlantis ancol htm lihat,5,positif
Malang Night Paradise,etetik,3,netral
Malang Night Paradise,child friendly family happy,5,positif
Malang Night Paradise,main nya seru,5,positif
Malang Night Paradise,malang night paradise cocok libur kunjung wisata inap malang spot spot foto cocok publikasi media sosial pribadi wahana live musik nikmat istirahat sebentar,5,positif
Malang Night Paradise,lumayan mahal ya daya tarik utama wahana perahu aja yg lin aja spt taman lampion taman pelangi jogja yg situ musium ganesha baguss keren isi kesan modern utk museum ttg wayang benda tinggal raja majapahit,1,negatif
Malang Night Paradise,layan cowo ga bagus gatal cat calling najis takut tolong ya ubah gasuka deh,5,positif
Papuma Beach,une belle plage bien amnage peu de bton beaucoup de plastiques visiteurs jetez vos dchets dans les poubelles svp cette plage est trop belle pour la laisser dans cet tat les annonces pour la baignade interdite sont trop rapprochees mn cest pnible,3,netral
Papuma Beach,jet ski gk yaa,3,netral
Papuma Beach,loket maju depann kemarin sengaja jalan loket niat kunjung warung kerabat yg deret warung watu ulo pinggir jalan kejar tetep suruh bayar mas nya papuma pdhal gak udah magrib uda gelap yauda iya iya aja gamau ambil pusing wkwkkwwk karna gamau rugi ahirnya nekat papuma yg gelap gulitaaaaa huhuhuuu,5,positif
Papuma Beach,pantai cantikkk bgtt lumayan bersih pasir karcis udah turun yaa orang k udh include parkir sii dalem tarik parkir kalo taruh motor tempat parkir mendingg bawa aja motor pinggir pantainyaa belah duduk dmnnya spot foto yg aga ujung trs atas exited bgt kesini jam pagi lmjjbr wkwk nympe mas lumayan sepi pagi jam an enak sore kalo kesini kalo siang backlight foto belakang pantai kalo sore cakepp keknyaa remed wkwk happy bangettt tour pasang alam kek ginii next smg kesini lagi orang samaa,3,netral
Papuma Beach,cocok golong keluarga sedia pantai pasir putih cocok anak yg main pantai anjur renang ya klo cuman main air laut bibir pantai oke anak muda yg suka update status spot foto pandang indah spectacular cinta kuliner bahari sedia makan harga yg relatif jangkau unjung wisata susur pantai dekat pulaupulau perahu wisata pokok lenhkap dah,1,negatif
Papuma Beach,fotografer murahh,3,netral
Papuma Beach,asri air jerniih bangeett,3,netral
Papuma Beach,tiket dah jangkau,3,netral
Papuma Beach,pantai cakep jawa bal si,1,negatif
Papuma Beach,jujur ya salah pantai bikin langsung mikir indonesia beneran pantai papuma tuh cantik bangetairnya biru jernih batubatu karang gede ikonik banget bikin viewnya beda pantai suka suasana tuh tenang tetep estetik pas cerah langit biru bersih ombak liat cantik banget spot foto banget sudut tuh kayak udah auto bagus effort ya karang hatihati jalan main air bikin vibesnya unik overall worth it banget kunjung ken healing tipistipis tetep dapet view wow,5,positif
Papuma Beach,tempat bersih,5,positif
Papuma Beach,pantai yg bagus,3,netral
Papuma Beach,pantai sunset cantik ombak yg indah laut yg biru foto yg keren pasir yg lembut,5,positif
Papuma Beach,kesini karna kelenteng bayar kadang gratis gantung jaga bersih moga depan busa baik unjung,5,positif
Papuma Beach,good,5,positif
Papuma Beach,masyaallah bagus tp nanjaknya ngeri kali,5,positif
Papuma Beach,suka kesini pantai bagus lumayan bersih,5,positif
Papuma Beach,pantai indah,3,netral
Papuma Beach,pantai nya the best bagus bgt bersih putih tiket masuk ribu orang sepeda motor pas weekend parkir gratis,5,positif
Papuma Beach,lumayan nyaman pasir putih sewa prahu inap sdh sedia,5,positif
Papuma Beach,seru indah bersih,5,positif
Papuma Beach,tiket masuk org lumayan bersih,5,positif
Papuma Beach,cocok ngedate xixixiii,3,netral
Papuma Beach,bayar non tunai uang sah indonesia laku kelola tolak bayar uang cash kena pidana,3,netral
Papuma Beach,tempat indah bagus fasilitas toilet musholla berhatihati kalo mandi pantai karna ombak nya kadang,5,positif
Papuma Beach,ruang bilas moga cepet direnovasikarena laki perempuan nggak dipisahkanjuga ruang bilas kamar moga gus fawait dengar,1,negatif
Papuma Beach,papuma beach has a very beautiful view with stunning rocks and ocean scenery the landscape is definitely worth visiting and taking photos however you need to pay an entrance fee and the place can get quite crowded some areas were a bit dirty which affected the overall experience overall its still a nice place for the view but i hope cleanliness can be improved,5,positif
Papuma Beach,bagus harga sahabat spot foto nyoba perahu banana boot minus sampah unjung yng buang sembarang hilang estetika pantai moga depan bagus,1,negatif
Papuma Beach,wisata yg kunjung klo jember pasir putih kontras biru laut tambah ikan bakar lalap yg sedap mantap,5,positif
Papuma Beach,pantai bagus bangett kesini siang siang panas bgt untung pacar adem sikit wkwk happy bgt pacar,3,netral
Papuma Beach,puas bantu,5,positif
Papuma Beach,indah sangst pandang alami,3,netral
Papuma Beach,suasana sunsetnya bikin nagih,5,positif
Papuma Beach,tiket murahhhhhh orang,3,netral
Papuma Beach,sy terhakir almarhum sy,3,netral
Papuma Beach,pantai indah pesisir pulau pulau julang cocok spot foto,3,netral
Papuma Beach,pantai indah selatan jember,3,netral
Papuma Beach,pandang pantai bagus cocok foto foto aesthetic,1,negatif
Papuma Beach,madang nya indah banget pasir putih nyatempat nya bersih cocok kemping temen sidara,5,positif
Papuma Beach,tempat bagus banget,5,positif
Papuma Beach,karna ak org jember trs ajak pacar kesini sukakk cantikk kesini pas siang tp bnr seru panas tp gk panas seru karna sm pacar kesana,1,negatif
Papuma Beach,momen indah,5,positif
Papuma Beach,main oke ombak nya ga sahabat main bibir pantai aja,1,negatif
Papuma Beach,tempat bagus,5,positif
Papuma Beach,pantai alami,1,negatif
Papuma Beach,pantai pandang bagus jember jujur harga tiket mahal banget ya orang tinggal daerah pantai bagus tiket murah kaget kena kali tiket udah murah sih gitu pandang sih lumayan banding pantai akses jalan udah oke kalo malem jalan arah pulang jarang lampu jalan ya gelap,1,negatif
Papuma Beach,view laut uapik,3,netral
Papuma Beach,pantai yg cantik,3,netral
Papuma Beach,pandang cakep poll view nya beda pindah pojok gak sempet foto bgs cameranya,1,negatif
Papuma Beach,soso place drove hrs from jember to see the beach and sunset but too cloudy the place itself it not really worth the visit seafood there is fresh but you need to chose yr right restaurant as price seem to vary from restaurant,3,netral
Papuma Beach,laut biru karang suara debuaran ombak arah cocok yg suka suara ombak pantai pandang yg bagus weekdays pas nggak orang warungwarung pinggir pantai makan oke,1,negatif
Papuma Beach,udah beberapakali kesini ga bosen,3,netral
Papuma Beach,bagus harga tiket mahal,3,netral
Papuma Beach,urus pantai gazebo mushola kamar mandi jalan pintu masuk adem sih pohon deket pantai,1,negatif
Papuma Beach,pantai daerah jember bagus giat fotografi potret sunrise sunset giat masyarakat sekitar camping sewa hotel sekitar pantai,1,negatif
Papuma Beach,tempat baguss bangetttapalagi orang tersayanghahha,3,netral
Papuma Beach,udah kesini hidden gem jember pantai indah yg kunjung pasir putih perahu jajar rapi pinggir pantai takjub sayang pungli depan udah bayar htm parkir dalam tarik parkir lg rb mobil sampah sera bayar karcis awat pantai unjung jg nggak sadar buang sampah tempat duduk liat pandang pantai nggak mandi toilet musholla nggak awat fasilitas unjung pinggir jalan lahan kosong bersih lebar biar unjung leluasa parkir duduk liat aja unjung duduk pinggir jalan bikin bangkugazebo gitulah biar unjung nggak leler harap rame kenal kalo pungli fasilitas pada,1,negatif
Papuma Beach,ramai bersih jaga lebih nyaman healing,5,positif
Papuma Beach,as a tourist you pay k idr just to get to the beach while it is absolutely stunning there is a lot of litter on the beach is the entrance fee not there to maintain the place and keep it clean there is a viewpoint up the stairs that gives you fantastic views over both beaches and the islands well worth the walk up,3,netral
Papuma Beach,pandang yg alami warna pasir putih jernih tambah karang karang jaga kalo kesini lupa cobain rujak buah asli mantulll,3,netral
Papuma Beach,yg recomended libur orang yg sayang,3,netral
Papuma Beach,lokasi wisata mantap keren murah riah,5,positif
Papuma Beach,ksini krn rindu makan ikan bakar lobster enak smbari nnton pmandangan pantai tiket msuk orang kalo motor rb udh gak ad pungli kcuali kamar mandi nitip barang dlm area pantai ksini pas siang krn klo sore takut hujan,1,negatif
Papuma Beach,cantik tp ombak jajan pinggir pantai papuma cumi porsi udang porsi esjeruk popice nasi bakulk smua total,5,positif
Papuma Beach,hidden gem in southern east java visited it once and i presume that you will loved it very early,3,netral
Papuma Beach,pantai indah jember,3,netral
Papuma Beach,salah rekomendasi pantai jawa timur tepat jember surga sembunyi dlu harga tiket mahal orang motor k orang parkir ribu jamin suguh pesona pantai pasir putih baik jawa timur kalo hobi mancing bnget bawa joran ikan nya lur lupa kalo libur sewa kursi meja lipat tripod hamok jamin murah lumajang,1,negatif
Papuma Beach,pantai benarbenar bagus banget view bukit kemah cuaca cerah hampar bintang indah sunrise pagi hari sayang kunjung cuaca awan bagus kunjung foto cantum unjung sedia warung musholla sayang pantai kotor sampah harap perintah tangan lebih bagus,5,positif
Papuma Beach,pandang indah,3,netral
Papuma Beach,pandang bagus,3,netral
Papuma Beach,suasana enak recoendwd banget cari libur keluarga teman pacar,5,positif
Papuma Beach,pandang bagus udara sejuk,3,netral
Bukit Paralayang Megasari,point de vue sur la caldera dommage tout est abandonn,3,netral
Bukit Paralayang Megasari,cakep banget masyaallah sunsetsunrisekabut semuanyaaatapi jalan enak udah bengkalai,1,negatif
Bukit Paralayang Megasari,sanaa warga orang asing yg bahaya jaga dr kait daerah mati jalan pulang tukang bengkel baut ban sepeda motor copot untung motor modif jd jalan pulang ban motor nyangkut armnya keri untung curi motor kondisi dua suami sana aman pandang tp aman,1,negatif
Bukit Paralayang Megasari,indah,5,positif
Bukit Paralayang Megasari,agustus kemarin megasari shock bukit destinasi wisata bagus kurang perhati bengkalai oke kunjung stay safe kesini jalan susah moga wisata tumbuh rawat kunjung lupa bawak sampah,3,netral
Bukit Paralayang Megasari,josss,3,netral
Bukit Paralayang Megasari,puncak indah bondowoso,5,positif
Bukit Paralayang Megasari,hati hati kesana sepeda motor hilang tenda,3,netral
Bukit Paralayang Megasari,view terr n baik fasilitas yg okee rugi bgt kl ngga kelola dg,3,netral
Bukit Paralayang Megasari,akses jalan tanah pandang asri fasilitas lengkap awat,3,netral
Bukit Paralayang Megasari,klo dsni cocok sore pagi skrg tempat sdh tdk awat yg ksni tlg jngan nyampah jngan nyampah gunung sampah bw pulang aja,1,negatif
Bukit Paralayang Megasari,camp pandang indah tenang cocok cinta alam nikmat suasana asri akses jalan lokasi tantang musim hujan jalan licin sulit fasilitas air listrik sedia bekal sinyal telekomunikasi batas sedia guna kartu telkomsel indah alam layak kunjung cari alam kemah wisata alam autentik,5,positif
Bukit Paralayang Megasari,nikmat pandang yg indah tinggi puncak bukit paralayang megasari,3,netral
Bukit Paralayang Megasari,view alam yg bagus sayang jalan rusak,3,netral
Bukit Paralayang Megasari,jalan bayar indah nya pandang alam view yg wow,5,positif
Bukit Paralayang Megasari,fasilitas awat akses lumayan rusak gratis sepi gardu lantai pandang luas pandang bagus,1,negatif
Bukit Paralayang Megasari,briliant is good,5,positif
Bukit Paralayang Megasari,free entry musim kemarau temen temen pergi megasari berangkat kota bondowoso jam siang jalan arah ijen jalan masuk megasari lumayan akses saran kendara roda bbrp kali jalan rusak bayar pandang suasana puncak megasari biaya apa camping singgah puncak megasari bangun tenda ngegrill suki malam suguh tabur bintang langit suasana lampu kota cantik pagi suguh suasana sunrise cantik pandang bagus,5,positif
Bukit Paralayang Megasari,area camp yg bagus utk meluhat sunrise pagi nikmat pandang desa sempol mlm,3,netral
Bukit Paralayang Megasari,bagus gratis jalan yg offroad,5,positif
Bukit Paralayang Megasari,tengah januari kesini gak dapet sunrise tape bagus kayak wonosobo karna hujan kali ya ilalang gtu tempat bagus wess,5,positif
Bukit Paralayang Megasari,akses jalan nya wow fasilitas kamar mandi sampah nya buang sembarang sampah bau busuk nasi sedap angin kencang tp pandang nya bagus banget beli tiket masuk himbauan yg kesana jaga bersih tunjuk nikmat alam usak alam,3,netral
Bukit Paralayang Megasari,pandang landscape ijen geopark sisi,1,negatif
Bukit Paralayang Megasari,sampah nya ampun,1,negatif
Bukit Paralayang Megasari,pandang bagus fasilitas toilet awat,5,positif
Bukit Paralayang Megasari,puncak paralayang megasari,3,netral
Bukit Paralayang Megasari,klo puncak megasari serasa hidup negeri awan,3,netral
Bukit Paralayang Megasari,view bagus tinggal jalan lokasi aja cantik,5,positif
Bukit Paralayang Megasari,view bagus sayang banget akses lokasi sulit roda kelola destinasi istimewa kab bondowoso,3,netral
Bukit Paralayang Megasari,rekomendasi camping view gunung,5,positif
Bukit Paralayang Megasari,salah destinasi wisata paralayang bondo ges view indah kawah wurungpun jalur arah kawah ijen malam selimut kabut pagi mukim warga awan lewat sekitar masuk kesini gratis gazebo menara pantau mushola,5,positif
Bukit Paralayang Megasari,adem pol,3,netral
Bukit Paralayang Megasari,semen jalan jalan rusak parah batu an lumayan kamar mandi,1,negatif
Bukit Paralayang Megasari,bagus,5,positif
Bukit Paralayang Megasari,sdh tdk terawatemanhalo disparpora,3,netral
Bukit Paralayang Megasari,bagus cocok foto foto,5,positif
Bukit Paralayang Megasari,ulas positif,5,positif
Bukit Paralayang Megasari,bagus sayang jalan rusak,3,netral
Bukit Paralayang Megasari,istimewa gowes tenda,3,netral
Bukit Paralayang Megasari,moga depan fasilitas yg baik jaga wisatawan yg ngecamp nyaman,3,netral
Bukit Paralayang Megasari,prasarana selesai jalan lokasi jangkau masyarakat mudah,3,netral
Bukit Paralayang Megasari,pandang alam yg karya sang cipta yg dua,1,negatif
